factor	example_pole	text_id	score	variable	lemma	variable_pole	present	score_contribution
factor_4	positive	t000667	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000667	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000667	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000413	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000413	-1.0000000000	v000052	dealer	negative	1	-1
factor_4	positive	t000413	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000413	-1.0000000000	v000180	price	negative	0	0
factor_4	positive	t000413	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000413	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000413	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000421	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000421	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000421	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000421	-1.0000000000	v000180	price	negative	0	0
factor_4	positive	t000421	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000421	-1.0000000000	v000202	seat	negative	1	-1
factor_4	positive	t000421	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000332	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000332	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000332	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000332	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000332	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000332	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000332	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000342	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000342	-1.0000000000	v000052	dealer	negative	1	-1
factor_4	positive	t000342	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000342	-1.0000000000	v000180	price	negative	0	0
factor_4	positive	t000342	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000342	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000342	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000210	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000210	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000210	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000210	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000210	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000210	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000210	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000213	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000213	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000213	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000213	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000213	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000213	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000213	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000106	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000106	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000106	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000106	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000106	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000106	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000106	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000124	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000124	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000124	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000124	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000124	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000124	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000124	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000002	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000002	-1.0000000000	v000052	dealer	negative	1	-1
factor_4	positive	t000002	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000002	-1.0000000000	v000180	price	negative	0	0
factor_4	positive	t000002	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000002	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000002	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000020	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000020	-1.0000000000	v000052	dealer	negative	1	-1
factor_4	positive	t000020	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000020	-1.0000000000	v000180	price	negative	0	0
factor_4	positive	t000020	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000020	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000020	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000087	-6.0000000000	v000034	class	negative	1	-1
factor_4	negative	t000087	-6.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000087	-6.0000000000	v000079	field	negative	1	-1
factor_4	negative	t000087	-6.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000087	-6.0000000000	v000195	rubber	negative	1	-1
factor_4	negative	t000087	-6.0000000000	v000202	seat	negative	1	-1
factor_4	negative	t000087	-6.0000000000	v000227	styling	negative	1	-1
factor_4	negative	t000086	-4.0000000000	v000034	class	negative	1	-1
factor_4	negative	t000086	-4.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000086	-4.0000000000	v000079	field	negative	0	0
factor_4	negative	t000086	-4.0000000000	v000180	price	negative	0	0
factor_4	negative	t000086	-4.0000000000	v000195	rubber	negative	1	-1
factor_4	negative	t000086	-4.0000000000	v000202	seat	negative	1	-1
factor_4	negative	t000086	-4.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000061	-3.0000000000	v000034	class	negative	0	0
factor_4	negative	t000061	-3.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000061	-3.0000000000	v000079	field	negative	1	-1
factor_4	negative	t000061	-3.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000061	-3.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000061	-3.0000000000	v000202	seat	negative	1	-1
factor_4	negative	t000061	-3.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000078	-3.0000000000	v000034	class	negative	0	0
factor_4	negative	t000078	-3.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000078	-3.0000000000	v000079	field	negative	1	-1
factor_4	negative	t000078	-3.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000078	-3.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000078	-3.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000078	-3.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000095	-3.0000000000	v000034	class	negative	0	0
factor_4	negative	t000095	-3.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000095	-3.0000000000	v000079	field	negative	1	-1
factor_4	negative	t000095	-3.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000095	-3.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000095	-3.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000095	-3.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000147	-4.0000000000	v000034	class	negative	1	-1
factor_4	negative	t000147	-4.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000147	-4.0000000000	v000079	field	negative	0	0
factor_4	negative	t000147	-4.0000000000	v000180	price	negative	0	0
factor_4	negative	t000147	-4.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000147	-4.0000000000	v000202	seat	negative	1	-1
factor_4	negative	t000147	-4.0000000000	v000227	styling	negative	1	-1
factor_4	negative	t000160	-3.0000000000	v000034	class	negative	0	0
factor_4	negative	t000160	-3.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000160	-3.0000000000	v000079	field	negative	1	-1
factor_4	negative	t000160	-3.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000160	-3.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000160	-3.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000160	-3.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000257	-3.0000000000	v000034	class	negative	0	0
factor_4	negative	t000257	-3.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000257	-3.0000000000	v000079	field	negative	0	0
factor_4	negative	t000257	-3.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000257	-3.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000257	-3.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000257	-3.0000000000	v000227	styling	negative	1	-1
factor_4	negative	t000249	-2.0000000000	v000034	class	negative	1	-1
factor_4	negative	t000249	-2.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000249	-2.0000000000	v000079	field	negative	0	0
factor_4	negative	t000249	-2.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000249	-2.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000249	-2.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000249	-2.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000355	-2.0000000000	v000034	class	negative	0	0
factor_4	negative	t000355	-2.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000355	-2.0000000000	v000079	field	negative	0	0
factor_4	negative	t000355	-2.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000355	-2.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000355	-2.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000355	-2.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000332	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000332	-1.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000332	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000332	-1.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000332	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000332	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000332	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000492	-2.0000000000	v000034	class	negative	0	0
factor_4	negative	t000492	-2.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000492	-2.0000000000	v000079	field	negative	0	0
factor_4	negative	t000492	-2.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000492	-2.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000492	-2.0000000000	v000202	seat	negative	1	-1
factor_4	negative	t000492	-2.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000413	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000413	-1.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000413	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000413	-1.0000000000	v000180	price	negative	0	0
factor_4	negative	t000413	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000413	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000413	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000631	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000631	-1.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000631	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000631	-1.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000631	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000631	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000631	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000667	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000667	-1.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000667	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000667	-1.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000667	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000667	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000667	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000537	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000537	-1.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000537	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000537	-1.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000537	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000537	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000537	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000539	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000539	-1.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000539	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000539	-1.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000539	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000539	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000539	-1.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000797	-2.0000000000	v000034	class	negative	1	-1
factor_4	negative	t000797	-2.0000000000	v000052	dealer	negative	1	-1
factor_4	negative	t000797	-2.0000000000	v000079	field	negative	0	0
factor_4	negative	t000797	-2.0000000000	v000180	price	negative	0	0
factor_4	negative	t000797	-2.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000797	-2.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000797	-2.0000000000	v000227	styling	negative	0	0
factor_4	negative	t000722	-1.0000000000	v000034	class	negative	0	0
factor_4	negative	t000722	-1.0000000000	v000052	dealer	negative	0	0
factor_4	negative	t000722	-1.0000000000	v000079	field	negative	0	0
factor_4	negative	t000722	-1.0000000000	v000180	price	negative	1	-1
factor_4	negative	t000722	-1.0000000000	v000195	rubber	negative	0	0
factor_4	negative	t000722	-1.0000000000	v000202	seat	negative	0	0
factor_4	negative	t000722	-1.0000000000	v000227	styling	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000098	golden	negative	1	-1
factor_1	positive	t000532	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000532	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000219	sound	negative	1	-1
factor_1	positive	t000566	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000566	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000219	sound	negative	1	-1
factor_1	positive	t000598	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000598	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000428	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000428	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000480	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000480	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000621	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000621	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000239	television	negative	1	-1
factor_1	positive	t000626	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000626	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000723	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000723	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000725	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000725	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000147	model	negative	1	-1
factor_1	positive	t000208	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000208	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000185	radio	negative	1	-1
factor_1	positive	t000216	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000216	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000333	-1.0000000000	v000255	victor	negative	1	-1
factor_1	positive	t000341	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000219	sound	negative	1	-1
factor_1	positive	t000341	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000341	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000125	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000125	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000147	model	negative	1	-1
factor_1	positive	t000142	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000142	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000098	golden	negative	1	-1
factor_1	positive	t000013	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000210	set	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000013	-1.0000000000	v000255	victor	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000098	golden	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000147	model	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000174	portable	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000185	radio	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000186	rca	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000200	screen	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000210	set	negative	1	-1
factor_1	positive	t000024	-1.0000000000	v000219	sound	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000239	television	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000250	tube	negative	0	0
factor_1	positive	t000024	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000065	-8.0000000000	v000098	golden	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000147	model	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000174	portable	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000185	radio	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000065	-8.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000219	sound	negative	1	-1
factor_1	negative	t000065	-8.0000000000	v000239	television	negative	0	0
factor_1	negative	t000065	-8.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000065	-8.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000098	golden	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000147	model	negative	0	0
factor_1	negative	t000060	-7.0000000000	v000174	portable	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000185	radio	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000200	screen	negative	0	0
