variable	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000029	v000030	v000031	v000032	v000033	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000045	v000046	v000047	v000048	v000049	v000050	v000051	v000052	v000053	v000054	v000055	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000064	v000065	v000066	v000067	v000068	v000069	v000070	v000071	v000072	v000073	v000074	v000075	v000076	v000077	v000078	v000079	v000080	v000081	v000082	v000083	v000084	v000085	v000086	v000087	v000088	v000089	v000090	v000091	v000092	v000093	v000094	v000095	v000096	v000097	v000098	v000099	v000100	v000101	v000102	v000103	v000104	v000105	v000106	v000107	v000108	v000109	v000110	v000111	v000112	v000113	v000114	v000115	v000116	v000117	v000118	v000119	v000120	v000121	v000122	v000123	v000124	v000125	v000126	v000127	v000128	v000129	v000130	v000131	v000132	v000133	v000134	v000135	v000136	v000137	v000138	v000139	v000140	v000141	v000142	v000143	v000144	v000145	v000146	v000147	v000148	v000149	v000150	v000151	v000152	v000153	v000154	v000155	v000156	v000157	v000158	v000159	v000160	v000161	v000162	v000163	v000164	v000165	v000166	v000167	v000168	v000169	v000170	v000171	v000172	v000173	v000174	v000175	v000176	v000177	v000178	v000179	v000180	v000181	v000182	v000183	v000184	v000185	v000186	v000187	v000188	v000189	v000190	v000191	v000192	v000193	v000194	v000195	v000196	v000197	v000198	v000199	v000200	v000201	v000202	v000203	v000204	v000205	v000206	v000207	v000208	v000209	v000210	v000211	v000212	v000213	v000214	v000215	v000216	v000217	v000218	v000219	v000220	v000221	v000222	v000223	v000224	v000225	v000226	v000227	v000228	v000229	v000230	v000231	v000232	v000233	v000234	v000235	v000236	v000237	v000238	v000239	v000240	v000241	v000242	v000243	v000244	v000245	v000246	v000247	v000248	v000249	v000250	v000251	v000252	v000253	v000254	v000255	v000256	v000257	v000258	v000259	v000260	v000261	v000262	v000263	v000264	v000265	v000266	v000267	v000268	v000269	v000270	v000271	v000272	v000273	v000274	v000275	v000276	v000277
v000001	1.0000000000	0.3429404787	0.0924591612	0.3255558976	0.3950839398	0.3144830653	0.2026253474	0.3429404787	-0.0760032252	-0.0105948080	0.1893704564	-0.1202475014	0.2169691554	0.2497215392	0.1545796137	0.2657165274	0.3255558976	0.2933810340	0.1654486991	0.1081983595	0.3638651051	0.2326044501	0.1008934426	0.2497215392	0.3600710400	0.1545796137	-0.0788116789	0.2169691554	0.2687447744	0.2687447744	0.2026253474	0.1545796137	0.1545796137	0.2497215392	-0.1840804197	0.1654486991	0.1654486991	0.3014605118	0.2497215392	0.2251960715	0.2169691554	0.1770022396	0.3144830653	0.2169691554	0.2128760430	0.0710573353	0.1893704564	0.1770022396	0.3429404787	-0.0047567879	0.2169691554	-0.0193562143	0.3789840917	0.3144830653	0.2687447744	0.1165921252	0.2900978232	0.2687447744	0.2026253474	0.5073345853	0.1637202184	0.1893704564	0.1654486991	-0.0883525509	0.2414017791	0.2687447744	0.3429404787	0.3142327515	0.2687447744	0.3144830653	0.3789840917	0.2326044501	0.1762885473	0.0779282559	0.1770022396	0.2169691554	0.1443224457	0.2745194359	0.3144830653	0.0779282559	0.1346089534	0.3144830653	0.2572723976	0.2497215392	0.2572723976	0.2169691554	-0.0277628750	0.2492013080	0.0399458481	0.2326044501	0.3789840917	0.5303772468	0.1443224457	0.3035304936	-0.0698304517	0.1545796137	0.2678229417	0.2900978232	0.5023590569	0.1771437736	0.1893704564	0.2687447744	0.1001644626	0.2176688450	0.1165921252	0.0850551093	0.2326044501	0.6434171935	0.1443224457	0.2900978232	0.1443224457	0.1654486991	0.3375815406	0.1008934426	0.3144830653	0.2026253474	-0.1202475014	0.3144830653	0.0457838820	0.3504086515	0.0703273684	0.2900978232	0.1346089534	0.2169691554	0.1893704564	0.2657165274	0.2063206419	0.2687447744	0.3144830653	0.1660030464	0.1653129567	-0.1062986965	0.0213030370	0.3950839398	0.2687447744	0.1545796137	-0.0221528216	-0.0236019034	0.0342735833	0.0181637201	0.1253817522	0.1770022396	0.2933810340	0.1165921252	0.2169691554	0.1654486991	0.1654486991	0.1253817522	0.4416698851	0.2026253474	0.1443224457	0.1165921252	0.2169691554	0.3729069459	0.3144830653	0.1770022396	0.3429404787	0.2837269656	0.1762885473	-0.0150219082	0.3466336166	0.3504086515	0.1654486991	0.0472995507	-0.0060704318	0.1893704564	0.2657165274	0.3142327515	0.1443224457	0.0342735833	0.3429404787	0.4539451169	0.2169691554	0.2169691554	0.3144830653	0.2900978232	0.4321558992	0.2326044501	0.1893704564	-0.0318427750	0.1253817522	-0.0547968987	0.2339006745	0.1893704564	0.1770022396	0.2326044501	0.3641588823	0.2900978232	0.2657165274	0.2128760430	0.2572723976	-0.0788116789	0.3144830653	0.0233905826	0.3144830653	0.0518010849	0.2933810340	0.3789840917	0.0317468834	0.2326044501	0.2687447744	0.2169691554	0.1165921252	-0.1300488008	0.4539451169	0.1893704564	0.1770022396	0.4126750072	0.1893704564	0.0710573353	0.2026253474	0.3144830653	0.2063206419	0.3429404787	0.2497215392	0.0518010849	0.1770022396	0.0580097409	0.0924591612	0.3638651051	0.1175130137	0.0924591612	0.2687447744	0.3255558976	0.2326044501	0.2169691554	0.2900978232	0.2687447744	0.2326044501	0.2326044501	0.2326044501	0.1762885473	0.1346089534	0.7917688123	0.3411032625	0.0644234521	0.3144830653	0.1893704564	0.1770022396	0.2169691554	0.0924591612	-0.1119797318	-0.2245430532	0.2497215392	0.2169691554	0.2266443475	0.1253817522	0.3144830653	0.4095811997	0.2687447744	0.2326044501	0.2900978232	0.2326044501	0.0703273684	0.2497215392	0.1893704564	0.0779282559	-0.1308344658	0.0399458481	0.2900978232	0.0342735833	0.3429404787	0.3503755429	0.0710573353	0.3144830653	0.5073345853	0.0399458481	0.2326044501	0.3144830653	0.0779282559	0.2933810340	0.3142327515	0.0199576728	-0.0583941063	0.2169691554	0.2026253474	0.2326044501
v000002	0.3429404787	1.0000000000	0.2099634943	0.2692248597	0.3282509948	0.9124682460	0.3147272326	0.4458765293	0.0855245944	0.1106284956	0.3021899660	0.3936675967	0.3282509948	0.3590290855	0.2692248597	0.2173391528	0.2692248597	0.2414479359	0.2795406074	0.2250250360	0.3310633560	0.3429404787	0.0711857845	0.3590290855	0.0317538715	0.4631556074	0.2265501138	0.3282509948	0.3768287412	0.3768287412	0.3147272326	0.2692248597	0.4631556074	0.3590290855	0.1167844753	0.2795406074	0.2795406074	0.0899833518	0.3590290855	0.0915201681	0.3282509948	0.2904985581	0.4194869131	0.3282509948	0.1709367084	0.1894584703	0.3021899660	0.2904985581	0.4458765293	0.3647583906	0.3282509948	0.1021225333	0.3147272326	0.4194869131	0.3768287412	0.2330637943	0.3967797887	0.3768287412	0.3147272326	0.4194869131	-0.1351347013	0.4980445216	0.2795406074	0.2166953085	0.1960616749	0.3768287412	0.6545427469	0.2594762119	0.3768287412	0.4194869131	0.3147272326	0.3429404787	0.1385090436	0.1960616749	0.2904985581	0.3282509948	0.2594762119	0.2250250360	0.4194869131	0.1960616749	0.2502162119	0.4194869131	0.2099634943	0.5588020923	0.2099634943	0.3282509948	0.0939519037	0.2028726309	0.1595232929	0.3429404787	0.3147272326	-0.1961828068	0.2594762119	0.2502162119	0.0915201681	0.4631556074	0.1573711344	0.3967797887	0.2103755885	-0.0169359866	0.3021899660	0.3768287412	0.2173391528	-0.0963518019	0.2330637943	0.2028726309	0.3429404787	0.3768287412	0.2594762119	0.3967797887	0.2594762119	0.4740518171	0.2795406074	0.2550167708	0.4194869131	0.5113723191	0.0034849825	0.4194869131	0.3537227544	0.2904985581	-0.1086651048	0.3967797887	0.2502162119	0.3282509948	0.3021899660	0.2173391528	0.1651461118	0.3768287412	0.4194869131	-0.0265369439	0.1287812378	0.0172084042	0.3998689267	0.5258078613	0.3768287412	0.2692248597	-0.0203207813	0.0979971593	0.1540565028	0.1385090436	0.2414479359	0.2904985581	0.2414479359	0.2330637943	0.3282509948	0.2795406074	0.2795406074	0.2414479359	0.2099634943	0.3147272326	0.2594762119	0.2330637943	0.3282509948	0.0796854889	0.4194869131	0.2904985581	0.4458765293	0.2330637943	0.1385090436	0.1063316759	0.3155552577	0.2904985581	0.2795406074	0.4138353814	0.1150171839	0.4980445216	0.4085205364	0.2594762119	0.2594762119	0.1540565028	0.4458765293	0.3768287412	0.3282509948	0.3282509948	0.4194869131	0.5998407272	0.3590290855	0.3429404787	0.3021899660	0.2748019746	0.2414479359	0.0676166724	0.1894584703	0.3021899660	0.2904985581	0.3429404787	0.3021899660	0.3967797887	0.2173391528	0.1709367084	0.2099634943	0.2265501138	0.4194869131	0.3310633560	0.4194869131	0.3598029250	0.2414479359	0.3147272326	0.0088789584	0.3429404787	0.5780664406	0.3282509948	0.2330637943	0.0327582306	0.3768287412	0.3021899660	0.2904985581	0.5414961855	0.3021899660	0.1894584703	0.5113723191	0.4194869131	0.1651461118	0.4458765293	0.3590290855	0.1709367084	0.2904985581	0.1769064707	0.2099634943	0.1435568722	0.4787488309	0.4007811159	0.3768287412	0.2692248597	0.3429404787	0.3282509948	0.3967797887	0.3768287412	0.3429404787	0.3429404787	0.3429404787	0.1385090436	0.2502162119	0.3282509948	-0.0736920078	0.1830680038	0.6249246735	0.4980445216	0.2904985581	0.3282509948	0.2099634943	0.1922170238	0.2844550337	0.3590290855	0.3282509948	0.1830680038	0.2414479359	0.4194869131	-0.0144758655	0.3768287412	0.3429404787	0.3967797887	0.3429404787	0.6043784779	0.3590290855	0.3021899660	0.1960616749	0.1726148835	0.1595232929	0.3967797887	0.1540565028	0.4458765293	0.3208989006	0.1894584703	0.4194869131	0.4194869131	0.1595232929	0.3429404787	0.4194869131	0.1960616749	0.2414479359	0.2594762119	0.1780392665	0.0641055165	0.3282509948	0.3147272326	0.3429404787
v000003	0.0924591612	0.2099634943	1.0000000000	0.1626070153	0.0760227873	0.1794202071	0.0609610654	0.2099634943	0.0625583331	0.1291213155	0.2043367275	-0.0050605252	0.0760227873	0.1105538755	0.0107503503	-0.0455569353	0.1626070153	-0.0195115280	0.0220742305	-0.0372710932	0.1712457588	0.2572723976	0.0792566248	0.1105538755	-0.1189069158	0.0107503503	0.1524780961	0.0760227873	0.3027190574	0.4920889069	0.0609610654	0.0107503503	0.0107503503	0.2786741247	0.0185586056	0.4719699592	0.0220742305	0.1029455166	0.1105538755	0.1408080850	0.2380077749	0.0341424317	0.1794202071	0.0760227873	0.3207123785	0.0648458278	0.0470573409	0.0341424317	0.2099634943	0.1479183054	0.0760227873	0.3165523784	0.2204464948	0.3622470110	0.3027190574	-0.0286022514	0.1533928178	0.1306884276	0.0609610654	0.1794202071	-0.1735276916	0.0470573409	0.0220742305	-0.1155071003	0.0727844756	0.1306884276	0.2099634943	0.1504366164	0.3027190574	0.1794202071	0.4010776365	0.2572723976	-0.1294927337	0.0727844756	0.1894381795	0.2380077749	0.1504366164	-0.0372710932	0.5589974619	0.0727844756	0.1389584328	0.3622470110	0.2578839742	0.4653459670	0.3740485565	0.4204190261	0.3795143657	-0.0611102840	-0.1073161916	0.0924591612	0.0609610654	-0.2149997714	0.0001237494	-0.0099537920	0.3154550222	0.1626070153	-0.1797462532	0.1533928178	-0.1193500135	0.0733139207	0.2043367275	0.1306884276	0.2676792157	-0.1581682743	0.1177819653	-0.0611102840	0.0924591612	0.3027190574	0.3243364052	0.1533928178	0.0001237494	0.0220742305	0.0220742305	0.0792566248	0.1794202071	0.0609610654	0.0996698643	0.1794202071	-0.1013553861	0.1894381795	-0.2748973022	0.1533928178	0.3117829646	0.0760227873	0.0470573409	-0.0455569353	-0.1013553861	0.1306884276	0.3622470110	-0.1844662375	0.1522838028	0.0119069029	0.1131908033	0.0760227873	0.1306884276	0.0107503503	0.0012556989	0.2231523265	-0.1131000080	0.1647563735	-0.0195115280	0.0341424317	-0.0195115280	-0.0286022514	0.0760227873	0.0220742305	0.0220742305	-0.0195115280	0.0896288591	0.0609610654	0.1504366164	0.2886403638	0.0760227873	0.1849385385	0.1794202071	0.0341424317	0.2099634943	-0.0286022514	-0.1294927337	-0.0333345270	0.1522838028	0.1894381795	0.0220742305	-0.1289425200	0.1347082007	0.0470573409	0.0985927758	0.0001237494	0.0001237494	0.0226536426	0.4007811159	0.1306884276	0.0760227873	0.2380077749	0.1794202071	0.1533928178	0.1105538755	0.0924591612	0.0470573409	0.1029455166	-0.0195115280	0.2700785014	0.2308720954	0.2043367275	0.0341424317	0.0924591612	0.0470573409	0.1533928178	-0.0455569353	0.3207123785	-0.0534935130	0.0454049303	0.1794202071	0.5117756051	0.3622470110	-0.0952057099	0.1280952046	0.4010776365	-0.1447974225	0.2572723976	0.1306884276	0.2380077749	-0.0286022514	-0.0815531252	0.4920889069	0.0470573409	0.0341424317	0.2572723976	0.0470573409	0.2308720954	0.0609610654	0.1794202071	0.0358213622	0.2099634943	0.5910754920	0.4105187905	0.0341424317	-0.0888540377	0.0896288591	0.0102459552	-0.0567855885	0.0896288591	0.1306884276	0.0107503503	0.0924591612	0.2380077749	0.3301881394	0.1306884276	0.2572723976	0.4416698851	0.0924591612	0.2770272731	0.1389584328	0.0760227873	0.0826195332	-0.0822858213	0.1794202071	0.5049410750	0.0341424317	0.0760227873	-0.0534935130	-0.1417082943	-0.3714270490	0.1105538755	0.2380077749	0.2225020835	-0.0195115280	0.3622470110	0.0764838635	0.1306884276	0.0924591612	0.1533928178	0.4416698851	0.1699299205	0.1105538755	0.0470573409	-0.0684331219	0.0861998533	-0.1073161916	0.1533928178	0.0226536426	0.2099634943	0.0931000675	-0.0754848753	0.3622470110	0.1794202071	-0.1073161916	0.0924591612	0.1794202071	-0.0684331219	0.2999085595	0.1504366164	-0.0115617335	0.0703678978	0.0760227873	0.0609610654	0.0924591612
v000004	0.3255558976	0.2692248597	0.1626070153	1.0000000000	0.1384625255	0.2395349819	0.1236761669	0.2692248597	-0.0284738799	0.2136018026	0.1100121162	-0.2040175599	0.1384625255	0.1722943840	0.2338430454	0.1713710688	0.4137099991	0.2002096009	0.0854322304	0.0268208073	0.3721069251	0.1545796137	0.2807264971	0.3461822659	0.2312929660	0.2338430454	-0.0291437576	0.1384625255	0.1919944853	0.1919944853	0.1236761669	0.0742814721	0.2338430454	0.1722943840	0.1172725506	0.0854322304	0.0854322304	-0.1152450949	0.1722943840	0.1778717353	0.1384625255	0.2598927844	0.2395349819	0.1384625255	0.4069962846	-0.0110157637	0.1100121162	0.0973074120	0.4631556074	0.1614224631	0.1384625255	0.2031305788	0.1236761669	0.2395349819	0.1919944853	0.1901346000	0.2141369756	0.1919944853	0.2899595944	0.2395349819	-0.0836890652	0.2743497694	0.0854322304	0.1208210842	0.1461211943	0.1919944853	0.2692248597	0.0637688584	0.1919944853	0.4263957292	0.2899595944	0.1545796137	-0.0646935009	-0.0040220139	0.2598927844	0.1384625255	0.0637688584	0.0268208073	0.2395349819	0.1461211943	0.2107905662	0.2395349819	0.1626070153	0.1722943840	0.1626070153	0.1384625255	0.0275307899	0.1542002589	-0.0426279676	0.1545796137	0.1236761669	0.0471029642	0.0637688584	0.0538226905	0.1778717353	0.0742814721	0.1565679776	0.2141369756	-0.2641623341	0.2617931750	0.2743497694	0.1919944853	0.1713710688	-0.0446160824	0.1901346000	0.1542002589	0.1545796137	0.3693201936	0.2219759339	0.2141369756	0.2219759339	0.0854322304	0.0854322304	0.0015362191	0.2395349819	0.1236761669	0.1959281703	0.2395349819	0.1098259476	0.2598927844	0.0561753726	0.2141369756	0.2107905662	0.1384625255	0.1100121162	0.1713710688	0.2812514740	0.1919944853	0.2395349819	0.2496983461	0.2360272839	-0.0595353979	-0.2450183102	0.3069369706	0.1919944853	0.0742814721	-0.0421792160	0.1980532315	-0.0483795254	0.3656997074	0.0443827388	0.0973074120	0.0443827388	0.0353979197	0.1384625255	0.2464489724	0.0854322304	0.2002096009	0.1626070153	0.1236761669	0.0637688584	0.1901346000	0.3069369706	0.3216807730	0.2395349819	0.0973074120	0.2692248597	0.1901346000	0.0788200357	0.2083095238	0.2360272839	0.0973074120	0.0854322304	0.2202235312	0.0516794283	0.2743497694	0.3470173259	0.2219759339	0.0637688584	0.0968837679	0.2692248597	0.1919944853	0.3069369706	0.3069369706	0.2395349819	0.2141369756	0.1722943840	0.3255558976	0.1100121162	-0.1152450949	0.3777739424	-0.0025247422	0.1383437725	0.1100121162	0.0973074120	0.1545796137	0.2743497694	0.3956979226	0.3470173259	0.2884983319	0.0107503503	0.2468178915	0.2395349819	0.2543705604	0.4263957292	0.1166033821	0.2002096009	0.1236761669	0.0893462466	0.3255558976	0.1919944853	0.1384625255	0.1901346000	0.1862443174	0.1919944853	0.1100121162	0.0973074120	0.3255558976	0.1100121162	0.3117339135	0.1236761669	0.6210291330	-0.0367028641	0.2692248597	0.1722943840	0.1166033821	0.0973074120	-0.0242843708	0.1626070153	-0.0594031050	0.0185351567	0.1626070153	0.1919944853	0.0742814721	0.3255558976	0.1384625255	0.2141369756	0.1919944853	0.1545796137	0.1545796137	0.1545796137	0.3656997074	0.0538226905	0.3069369706	0.1900749060	0.1308449519	0.2395349819	0.1100121162	0.0973074120	0.1384625255	0.4571567226	0.3762800566	-0.0415381672	0.1722943840	0.3069369706	0.3037205483	0.2002096009	0.2395349819	0.1734948539	0.1919944853	0.1545796137	0.2141369756	0.1545796137	0.0561753726	0.1722943840	0.1100121162	-0.0040220139	-0.0866240095	0.2742249402	0.2141369756	0.2674057506	0.2692248597	-0.0005921883	-0.0110157637	0.4263957292	0.4263957292	-0.0426279676	0.1545796137	0.2395349819	0.1461211943	0.5903568048	0.2219759339	-0.0808504928	-0.0065163070	0.3069369706	0.1236761669	0.3255558976
v000005	0.3950839398	0.3282509948	0.0760227873	0.1384625255	1.0000000000	0.2995311038	0.3609593490	0.3282509948	0.1894858745	0.1248333359	0.1734555978	0.2996586606	0.3772459469	0.2342402624	0.1384625255	0.0837638252	0.1384625255	0.1091057017	0.1493948565	0.0918361430	0.1620615430	0.2169691554	-0.0680420231	0.2342402624	0.4330703130	0.3069369706	-0.0957620929	0.2012476272	0.2533986438	0.2533986438	0.1868201917	0.1384625255	0.4918794970	0.2342402624	-0.0646762291	0.1493948565	0.1493948565	0.4019825655	0.2342402624	0.2974375352	0.2012476272	0.1610276180	0.2995311038	0.2012476272	0.1932377939	0.3958834551	0.3459619818	0.1610276180	0.3282509948	-0.1653054649	0.3772459469	0.1152518619	0.1868201917	0.2995311038	0.2533986438	0.2646921214	0.2749346990	0.4368605960	0.1868201917	0.2995311038	0.1339977076	0.1734555978	0.3190900818	0.2131876741	0.0614274471	0.2533986438	0.5258078613	0.2954970546	0.2533986438	0.2995311038	0.1868201917	0.3950839398	0.0014670911	0.0614274471	0.5178560458	0.3772459469	0.4800368455	0.2553856810	0.2995311038	0.4037441479	0.2846872980	0.2995311038	0.0760227873	0.4148179427	0.0760227873	0.2012476272	-0.0446159698	0.4119006209	0.1802095655	0.2169691554	0.1868201917	-0.0300053748	0.1281477047	0.2846872980	0.0745200632	0.3069369706	0.1364171721	0.2749346990	0.2860291349	0.1524480772	0.1734555978	0.2533986438	0.2465284985	0.2636029068	0.1002713189	0.4119006209	0.2169691554	0.2533986438	0.2954970546	0.2749346990	0.1281477047	0.1493948565	0.3190900818	0.0805138162	0.2995311038	0.3609593490	-0.1372454168	0.2995311038	0.0291495682	0.5178560458	0.2671325711	0.2749346990	0.1183814248	0.2012476272	0.1734555978	0.0837638252	0.0291495682	0.2533986438	0.2995311038	-0.0281954293	0.1453286275	0.1925022248	0.1153454645	0.2012476272	0.2533986438	0.1384625255	0.1714652788	0.1106097442	0.0175916424	0.5564020049	0.1091057017	0.1610276180	0.2744384429	0.1002713189	0.3772459469	0.1493948565	0.1493948565	0.1091057017	0.5437411356	0.1868201917	0.1281477047	0.2646921214	0.2012476272	0.2298959574	0.2995311038	0.1610276180	0.3282509948	0.1002713189	0.1563397220	0.1199915056	0.1453286275	0.5178560458	0.3190900818	0.0266621422	0.3076234139	0.3459619818	0.2465284985	0.1281477047	0.2954970546	0.0175916424	0.3282509948	0.2533986438	0.3772459469	0.2012476272	0.2995311038	0.2749346990	0.2342402624	0.3950839398	0.3459619818	-0.0487053513	0.1091057017	0.0765167271	0.0545274025	0.1734555978	0.1610276180	0.2169691554	0.1734555978	0.2749346990	0.2465284985	0.1932377939	0.0760227873	0.0503228327	0.2995311038	0.1620615430	0.2995311038	0.1932377939	0.1091057017	0.1868201917	0.0110469427	0.3950839398	0.2533986438	0.2012476272	0.2646921214	0.2314621119	0.4368605960	0.3459619818	0.1610276180	0.3950839398	0.1734555978	0.0545274025	0.1868201917	0.2995311038	0.3669629907	0.3282509948	0.2342402624	0.0351936351	0.1610276180	0.0414268742	0.0760227873	0.0067075424	-0.0527166084	0.0760227873	0.2533986438	0.1384625255	0.2169691554	0.2012476272	0.2749346990	0.2533986438	0.2169691554	0.2169691554	0.2169691554	0.0014670911	0.2846872980	0.2012476272	0.0858350449	0.0478662177	0.2995311038	0.1734555978	0.1610276180	0.2012476272	0.0760227873	0.0140933084	0.2776679708	0.2342402624	0.2012476272	0.0478662177	0.4581884925	0.2995311038	0.2783288268	0.4368605960	0.2169691554	0.2749346990	0.2169691554	0.1658596131	0.2342402624	0.1734555978	0.0614274471	0.2872801265	0.0232859667	0.2749346990	0.1740222263	0.3282509948	0.2172752518	0.0545274025	0.2995311038	0.2995311038	0.5804882720	0.2169691554	0.2995311038	0.4037441479	0.1091057017	0.1281477047	0.2934033088	0.0725865862	0.3772459469	0.1868201917	0.2169691554
v000006	0.3144830653	0.9124682460	0.1794202071	0.2395349819	0.2995311038	1.0000000000	0.2857726971	0.4194869131	-0.1219203880	0.0789340594	0.2730238619	0.3396494085	0.2995311038	0.3308683142	0.2395349819	0.1869049713	0.2395349819	0.2113103688	0.2499908448	0.1947018591	0.4891679338	0.3144830653	0.2131987345	0.3308683142	-0.0005822649	0.4263957292	0.0118908069	0.2995311038	0.3490074459	0.3490074459	0.2857726971	0.2395349819	0.4263957292	0.3308683142	-0.0924596535	0.2499908448	0.2499908448	0.0580934445	0.3308683142	-0.1162791116	0.2995311038	0.2611403468	0.3925215802	0.2995311038	0.1399064447	0.1586463168	0.2730238619	0.2611403468	0.4194869131	0.3096735270	0.2995311038	0.0703457807	0.2857726971	0.3925215802	0.3490074459	0.2028075273	0.3693429818	0.3490074459	0.2857726971	0.3925215802	-0.0086853094	0.4623877285	0.2499908448	0.0024705546	0.1653217836	0.3490074459	0.6249246735	0.2296335081	0.3490074459	0.3925215802	0.2857726971	0.3144830653	0.1071019426	0.3472396784	0.2611403468	0.2995311038	0.2296335081	0.1947018591	0.3925215802	0.1653217836	0.2202337626	0.3925215802	0.1794202071	0.3308683142	0.1794202071	0.2995311038	0.0620984300	0.1722392452	0.1283520421	0.3144830653	0.2857726971	-0.2417763157	0.2296335081	0.2202337626	0.0472521569	0.4263957292	-0.0965893209	0.3693429818	-0.2013276285	-0.0496031143	0.2730238619	0.3490074459	0.1869049713	0.2041391102	0.2028075273	0.1722392452	0.3144830653	0.3490074459	0.2296335081	0.3693429818	0.2296335081	0.6318129296	0.2499908448	0.2131987345	0.3925215802	0.4761491346	-0.0290650260	0.3925215802	0.3140037624	0.2611403468	-0.1416911615	0.3693429818	0.2202337626	0.2995311038	0.2730238619	0.1869049713	0.1340435588	0.3490074459	0.3925215802	0.1083634990	0.0972708294	-0.0152616744	-0.0254084101	0.4910597859	0.3490074459	0.2395349819	-0.0655640441	0.0661813823	0.1228213238	0.1071019426	0.2113103688	0.2611403468	0.2113103688	0.2028075273	0.2995311038	0.2499908448	0.2499908448	0.2113103688	0.1794202071	0.2857726971	0.2296335081	0.2028075273	0.2995311038	0.0171098308	0.3925215802	0.2611403468	0.4194869131	0.3871548663	0.1071019426	0.0745953452	0.0972708294	0.2611403468	0.2499908448	0.1614575895	0.2601945868	0.2730238619	0.3702022952	0.2296335081	0.2296335081	0.1228213238	0.4194869131	0.3490074459	0.2995311038	0.2995311038	0.3925215802	0.5678805090	0.3308683142	0.3144830653	0.2730238619	0.0580934445	0.2113103688	0.0355215493	0.3401404195	0.2730238619	0.2611403468	0.3144830653	0.2730238619	0.3693429818	0.1869049713	0.1399064447	0.1794202071	0.0118908069	0.3925215802	0.2908163229	0.3925215802	0.3202302838	0.2113103688	0.2857726971	-0.0236410336	0.3144830653	0.5452439186	0.2995311038	0.2028075273	-0.1713656427	0.3490074459	0.2730238619	0.2611403468	0.5073345853	0.2730238619	0.1586463168	0.2857726971	0.3925215802	0.1340435588	0.4194869131	0.3308683142	0.1399064447	0.2611403468	0.1459523592	0.1794202071	0.1122046700	0.5706541216	0.3622470110	0.3490074459	0.2395349819	0.3144830653	0.2995311038	0.3693429818	0.3490074459	0.3144830653	0.3144830653	0.3144830653	0.1071019426	0.2202337626	0.2995311038	-0.1066101363	0.1521942060	0.5939779713	0.4623877285	0.2611403468	0.2995311038	0.1794202071	-0.0208812639	0.0294153809	0.3308683142	0.2995311038	0.1521942060	0.2113103688	0.3925215802	0.1213205550	0.3490074459	0.3144830653	0.3693429818	0.3144830653	0.3692374656	0.3308683142	0.2730238619	0.3472396784	-0.0395538365	0.1283520421	0.3693429818	0.1228213238	0.4194869131	0.4149386024	0.1586463168	0.3925215802	0.3925215802	0.1283520421	0.3144830653	0.3925215802	0.1653217836	0.2113103688	0.2296335081	0.1349463431	0.0319792655	0.2995311038	0.2857726971	0.3144830653
