lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
nintendo	4	2	38.834951	2.773925	0.750000	9.531488	173.333333	POSKW
video	6	7	58.252427	9.708738	1.625000	8.877910	142.857143	POSKW
mind	7	12	67.961165	16.643551	2.375000	7.308755	121.311475	POSKW
gas	4	6	38.834951	8.321775	1.250000	4.777676	129.411765	POSKW
run	8	21	77.669903	29.126214	3.625000	4.717232	90.909091	POSKW
card	4	7	38.834951	9.708738	1.375000	4.084373	120.000000	POSKW
give	5	107	48.543689	148.404993	14.000000	8.506136	-101.408451	NEGKW
be	6	109	58.252427	151.178918	14.375000	6.943705	-88.741722	NEGKW
more	8	116	77.669903	160.887656	15.500000	4.924508	-69.767442	NEGKW
see	10	134	97.087379	185.852982	18.000000	4.741782	-62.745098	NEGKW
do	10	132	97.087379	183.079057	17.750000	4.497644	-61.386139	NEGKW
go	16	184	155.339806	255.201110	25.000000	4.173933	-48.648649	NEGKW
big	4	69	38.834951	95.700416	9.125000	4.052839	-84.536082	NEGKW
know	9	117	87.378641	162.274619	15.750000	3.831996	-60.000000	NOTKW
protection	6	15	58.252427	20.804438	2.625000	3.831918	94.736842	NOTKW
kill	5	13	48.543689	18.030513	2.250000	2.995911	91.666667	NOTKW
smart	5	13	48.543689	18.030513	2.250000	2.995911	91.666667	NOTKW
bleach	4	9	38.834951	12.482663	1.625000	2.990811	102.702703	NOTKW
prevent	4	9	38.834951	12.482663	1.625000	2.990811	102.702703	NOTKW
leave	9	32	87.378641	44.382802	5.125000	2.820188	65.263158	NOTKW
use	10	116	97.087379	160.887656	15.750000	2.709700	-49.462366	NOTKW
let	6	79	58.252427	109.570042	10.625000	2.674419	-61.157025	NOTKW
morning	4	10	38.834951	13.869626	1.750000	2.554612	94.736842	NOTKW
non	4	10	38.834951	13.869626	1.750000	2.554612	94.736842	NOTKW
game	7	24	67.961165	33.287101	3.875000	2.403808	68.493151	NOTKW
try	6	74	58.252427	102.635229	10.000000	2.094430	-55.172414	NOTKW
introduce	10	41	97.087379	56.865465	6.375000	2.056802	52.252252	NOTKW
choice	4	12	38.834951	16.643551	2.000000	1.845561	80.000000	NOTKW
stuff	4	12	38.834951	16.643551	2.000000	1.845561	80.000000	NOTKW
work	6	69	58.252427	95.700416	9.375000	1.565225	-48.648649	NOTKW
engine	4	13	38.834951	18.030513	2.125000	1.557133	73.170732	NOTKW
guarantee	4	13	38.834951	18.030513	2.125000	1.557133	73.170732	NOTKW
idea	4	13	38.834951	18.030513	2.125000	1.557133	73.170732	NOTKW
problem	4	13	38.834951	18.030513	2.125000	1.557133	73.170732	NOTKW
keep	6	67	58.252427	92.926491	9.125000	1.369351	-45.871560	NOTKW
tell	6	24	58.252427	33.287101	3.750000	1.338660	54.545455	NOTKW
boy	4	14	38.834951	19.417476	2.250000	1.304988	66.666667	NOTKW
call	11	52	106.796117	72.122053	7.875000	1.283046	38.759690	NOTKW
get	34	289	330.097087	400.832178	40.375000	1.206910	-19.354839	NOTKW
new	27	233	262.135922	323.162275	32.500000	1.120134	-20.853081	NOTKW
feel	6	64	58.252427	88.765603	8.750000	1.094131	-41.509434	NOTKW
happy	4	15	38.834951	20.804438	2.375000	1.084654	60.465116	NOTKW
live	4	15	38.834951	20.804438	2.375000	1.084654	60.465116	NOTKW
need	7	72	67.961165	99.861304	9.875000	1.050605	-38.016529	NOTKW
tough	7	32	67.961165	44.382802	4.875000	0.950222	41.975309	NOTKW
want	7	70	67.961165	97.087379	9.625000	0.892618	-35.294118	NOTKW
whole	6	27	58.252427	37.447989	4.125000	0.870799	43.478261	NOTKW
thank	12	63	116.504854	87.378641	9.375000	0.781071	28.571429	NOTKW
day	8	76	77.669903	105.409154	10.500000	0.733147	-30.303030	NOTKW
move	4	17	38.834951	23.578363	2.625000	0.725266	48.888889	NOTKW
good	17	147	165.048544	203.883495	20.500000	0.719488	-21.052632	NOTKW
soft	5	23	48.543689	31.900139	3.500000	0.660520	41.379310	NOTKW
people	6	58	58.252427	80.443828	8.000000	0.618408	-32.000000	NOTKW
fresh	4	41	38.834951	56.865465	5.625000	0.588747	-37.681159	NOTKW
cut	4	18	38.834951	24.965326	2.750000	0.580533	43.478261	NOTKW
dirt	4	18	38.834951	24.965326	2.750000	0.580533	43.478261	NOTKW
store	4	18	38.834951	24.965326	2.750000	0.580533	43.478261	NOTKW
look	16	136	155.339806	188.626907	19.000000	0.567958	-19.354839	NOTKW
make	19	159	184.466019	220.527046	22.250000	0.567035	-17.808219	NOTKW
help	9	81	87.378641	112.343967	11.250000	0.547098	-25.000000	NOTKW
control	5	24	48.543689	33.287101	3.625000	0.541727	37.288136	NOTKW
smooth	5	24	48.543689	33.287101	3.625000	0.541727	37.288136	NOTKW
take	11	96	106.796117	133.148405	13.375000	0.508919	-21.965318	NOTKW
easy	6	56	58.252427	77.669903	7.750000	0.484654	-28.571429	NOTKW
company	4	19	38.834951	26.352288	2.875000	0.456027	38.297872	NOTKW
kid	5	25	48.543689	34.674064	3.750000	0.437313	33.333333	NOTKW
man	7	37	67.961165	51.317614	5.500000	0.435484	27.906977	NOTKW
buy	5	46	48.543689	63.800277	6.375000	0.362477	-27.160494	NOTKW
free	5	46	48.543689	63.800277	6.375000	0.362477	-27.160494	NOTKW
dry	4	20	38.834951	27.739251	3.000000	0.349850	33.333333	NOTKW
come	12	100	116.504854	138.696255	14.000000	0.340925	-17.391304	NOTKW
way	11	92	106.796117	127.600555	12.875000	0.326113	-17.751479	NOTKW
-	8	45	77.669903	62.413315	6.625000	0.308636	21.782178	NOTKW
love	8	45	77.669903	62.413315	6.625000	0.308636	21.782178	NOTKW
little	10	58	97.087379	80.443828	8.500000	0.288516	18.750000	NOTKW
time	17	104	165.048544	144.244105	15.125000	0.256791	13.452915	NOTKW
today	5	44	48.543689	61.026352	6.125000	0.249856	-22.784810	NOTKW
well	5	43	48.543689	59.639390	6.000000	0.200407	-20.512821	NOTKW
thing	10	60	97.087379	83.217753	8.750000	0.196313	15.384615	NOTKW
say	10	61	97.087379	84.604716	8.875000	0.157431	13.740458	NOTKW
year	6	49	58.252427	67.961165	6.875000	0.132227	-15.384615	NOTKW
color	5	41	48.543689	56.865465	5.750000	0.116270	-15.789474	NOTKW
only	4	33	38.834951	45.769764	4.625000	0.100533	-16.393443	NOTKW
power	6	48	58.252427	66.574202	6.750000	0.098446	-13.333333	NOTKW
old	5	30	48.543689	41.608877	4.375000	0.098157	15.384615	NOTKW
world	6	47	58.252427	65.187240	6.625000	0.069295	-11.235955	NOTKW
life	6	38	58.252427	52.704577	5.500000	0.050658	10.000000	NOTKW
watch	10	65	97.087379	90.152566	9.375000	0.046742	7.407407	NOTKW
stain	4	25	38.834951	34.674064	3.625000	0.043090	11.320755	NOTKW
put	7	45	67.961165	62.413315	6.500000	0.043026	8.510638	NOTKW
taste	7	53	67.961165	73.509015	7.500000	0.038847	-7.843137	NOTKW
light	5	32	48.543689	44.382802	4.625000	0.033976	8.955224	NOTKW
like	6	45	58.252427	62.413315	6.375000	0.025647	-6.896552	NOTKW
clean	12	88	116.504854	122.052705	12.500000	0.023124	-4.651163	NOTKW
car	7	52	67.961165	72.122053	7.375000	0.022117	-5.940594	NOTKW
right	7	52	67.961165	72.122053	7.375000	0.022117	-5.940594	NOTKW
think	7	52	67.961165	72.122053	7.375000	0.022117	-5.940594	NOTKW
place	4	30	38.834951	41.608877	4.250000	0.017098	-6.896552	NOTKW
have	29	206	281.553398	285.714286	29.375000	0.005491	-1.466993	NOTKW
great	10	71	97.087379	98.474341	10.125000	0.001770	-1.418440	NOTKW
many	4	28	38.834951	38.834951	4.000000	0.000000	0.000000	NOTKW
play	4	28	38.834951	38.834951	4.000000	0.000000	0.000000	NOTKW
